0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 500000
1, 10240, End_track
2, 0, Start_track
2, 0, Text_t, "Decompressed MIDI"
2, 0, Title_t, "Main Track"
2, 120, Note_on_c, 1, 60, 127
2, 160, Note_off_c, 1, 60, 0
2, 200, Note_on_c, 1, 48, 127
2, 200, Note_on_c, 1, 51, 127
2, 200, Note_on_c, 1, 53, 127
2, 200, Note_on_c, 1, 54, 127
2, 200, Note_on_c, 1, 60, 127
2, 200, Note_on_c, 1, 61, 127
2, 200, Note_on_c, 1, 62, 127
2, 200, Note_on_c, 1, 65, 127
2, 200, Note_on_c, 1, 76, 127
2, 200, Note_on_c, 1, 83, 127
2, 200, Note_on_c, 1, 87, 127
2, 200, Note_on_c, 1, 95, 127
2, 200, Note_on_c, 1, 107, 127
2, 240, Note_on_c, 1, 42, 127
2, 240, Note_off_c, 1, 51, 0
2, 240, Note_off_c, 1, 53, 0
2, 240, Note_off_c, 1, 54, 0
2, 240, Note_off_c, 1, 60, 0
2, 240, Note_off_c, 1, 61, 0
2, 240, Note_off_c, 1, 62, 0
2, 240, Note_off_c, 1, 65, 0
2, 240, Note_off_c, 1, 76, 0
2, 240, Note_off_c, 1, 83, 0
2, 240, Note_off_c, 1, 87, 0
2, 240, Note_off_c, 1, 95, 0
2, 240, Note_off_c, 1, 107, 0
2, 280, Note_on_c, 1, 28, 127
2, 280, Note_on_c, 1, 38, 127
2, 280, Note_off_c, 1, 42, 0
2, 280, Note_off_c, 1, 48, 0
2, 280, Note_on_c, 1, 49, 127
2, 280, Note_on_c, 1, 53, 127
2, 280, Note_on_c, 1, 67, 127
2, 320, Note_off_c, 1, 28, 0
2, 320, Note_off_c, 1, 38, 0
2, 320, Note_on_c, 1, 42, 127
2, 320, Note_off_c, 1, 49, 0
2, 320, Note_off_c, 1, 53, 0
2, 320, Note_off_c, 1, 67, 0
2, 320, Note_on_c, 1, 79, 127
2, 320, Note_on_c, 1, 84, 127
2, 360, Note_off_c, 1, 42, 0
2, 360, Note_on_c, 1, 59, 127
2, 360, Note_off_c, 1, 79, 0
2, 360, Note_off_c, 1, 84, 0
2, 360, Note_on_c, 1, 101, 127
2, 400, Note_off_c, 1, 59, 0
2, 400, Note_off_c, 1, 101, 0
2, 440, Note_on_c, 1, 88, 127
2, 480, Note_on_c, 1, 48, 127
2, 480, Note_on_c, 1, 64, 127
2, 480, Note_on_c, 1, 71, 127
2, 480, Note_on_c, 1, 72, 127
2, 480, Note_on_c, 1, 84, 127
2, 480, Note_on_c, 1, 96, 127
